visit_id,visit_duration,Variation
516548150_28831492495_340152,0 days 00:01:33,Control
516553126_98742243648_936244,0 days 00:00:26,Test
516556548_12296540079_88641,0 days 00:00:00,Control
516564240_14493681375_688839,0 days 00:03:48,Test
516568008_98168963115_228507,0 days 00:00:00,Test
516581569_30094256318_640831,0 days 00:03:15,Control
516592148_23407922138_795350,0 days 00:00:54,Test
516593751_96340744054_103071,0 days 00:02:38,Test
516597131_26022179637_371100,0 days 00:01:44,Test
516598021_23373412351_578150,0 days 00:08:38,Control
51660627_71922902808_817961,0 days 00:00:00,Test
516614135_55385835243_512798,0 days 00:04:54,Test
516615066_96356766908_699181,0 days 00:04:46,Test
516647696_29606773896_203701,0 days 00:00:32,Test
516675692_64812360979_247989,0 days 00:06:32,Test
516698148_6493088105_942312,0 days 00:00:07,Control
516704150_8377527973_980772,0 days 00:03:34,Test
516706700_72327211728_328471,0 days 00:00:00,Control
516724626_63672475604_512202,0 days 00:01:22,Test
516736557_39724765815_148461,0 days 00:00:00,Test
516757667_6315735021_353654,0 days 00:01:34,Test
516817215_82461616197_394507,0 days 00:11:36,Test
516823104_17556066669_457036,0 days 00:06:08,Control
516825456_71504377253_197077,0 days 00:01:59,Test
516833181_18998045287_422331,0 days 00:09:11,Test
51684172_20264796140_669143,0 days 00:00:00,Test
516849066_35646865737_392793,0 days 00:00:32,Control
516852075_16354794416_354620,0 days 00:01:32,Test
516870274_48432312030_451114,0 days 00:00:48,Control
516878248_46826783250_509262,0 days 00:00:00,Control
516879141_70923876664_12730,0 days 00:02:02,Test
516884823_14319112124_219858,0 days 00:02:00,Control
516888730_49226366694_940412,0 days 00:01:42,Control
516889259_10443969595_765289,0 days 00:05:50,Test
516926260_12362294938_410812,0 days 00:03:15,Control
516939101_39549763619_310585,0 days 00:00:05,Test
516951951_34952613913_733461,0 days 00:02:22,Test
516959531_50666984703_338952,0 days 00:00:00,Control
516976944_27213306069_164862,0 days 00:01:45,Control
516990491_58258786446_856526,0 days 00:15:27,Control
516994387_35263134760_740793,0 days 00:00:00,Control
517001383_51495511101_88179,0 days 00:07:48,Control
51702317_37121486071_819455,0 days 00:00:00,Test
517047601_67454494165_551080,0 days 00:04:10,Control
517057585_63257093501_52492,0 days 00:01:25,Test
517073810_73108975963_306755,0 days 00:02:48,Test
517112384_71667952556_559388,0 days 00:01:19,Control
517119305_83365977917_933261,0 days 00:00:00,Test
517132489_48346993549_541934,0 days 00:01:43,Test
517147117_17764126106_806387,0 days 00:00:00,Test
517209290_31320865068_920964,0 days 00:01:44,Test
517224655_24105330804_165738,0 days 00:02:31,Control
517243909_55946682459_798560,0 days 00:01:31,Test
517247019_58988503777_366786,0 days 00:16:10,Test
517251719_75186626607_929467,0 days 00:00:14,Test
517258577_49097481966_824450,0 days 00:03:02,Test
517261528_89509444923_815553,0 days 00:08:33,Test
517288303_84641892470_305414,0 days 00:09:08,Control
517289532_68789332590_692584,0 days 00:13:11,Control
517308829_12129956735_98523,0 days 00:03:41,Control
517322854_2158515265_93125,0 days 00:06:33,Test
517337599_28263240224_917784,0 days 00:00:00,Control
517348045_25021361195_386335,0 days 00:03:37,Test
517382768_92065145699_139463,0 days 00:03:51,Test
517384434_37498433816_114633,0 days 00:06:04,Test
517388649_27851319159_955202,0 days 00:25:51,Control
517399526_92770580822_327389,0 days 00:00:00,Control
517420689_68446647587_83216,0 days 00:00:45,Test
517457178_68189247498_543,0 days 00:01:55,Test
517461105_38264427181_469698,0 days 00:04:03,Test
517462006_40477584856_524713,0 days 00:02:29,Test
517463144_367839523_276445,0 days 00:01:53,Test
517476344_53016184052_84243,0 days 00:02:32,Test
517489441_14061881158_214378,0 days 00:03:01,Control
517494665_24868844323_682239,0 days 00:00:00,Test
517553106_18283705224_173378,0 days 00:03:21,Control
517568159_14358778271_880288,0 days 00:00:00,Test
517585265_35043651413_760503,0 days 00:05:16,Control
517586189_12012763220_231626,0 days 00:19:47,Test
517588927_33811156107_439998,0 days 00:08:07,Test
517590401_76283971052_654613,0 days 00:05:36,Test
517618522_92787242016_470368,0 days 00:05:18,Control
517624546_81024589078_957712,0 days 00:02:34,Test
51763921_5591155774_647792,0 days 00:01:18,Control
517646817_24769991226_272059,0 days 00:07:07,Test
517682537_38981852641_663742,0 days 00:09:07,Test
517684825_36583001474_908656,0 days 00:02:43,Test
517693021_32023779077_96362,0 days 00:11:55,Control
517698376_53846332777_861886,0 days 00:00:00,Test
517700440_82825667358_198040,0 days 00:00:00,Test
517714580_17525390504_513333,0 days 00:03:39,Control
517727583_94353769564_90301,0 days 00:00:00,Control
517738657_21687865001_271374,0 days 00:00:00,Test
517765172_86806067829_819639,0 days 00:06:47,Control
517844966_19954819827_640142,0 days 00:01:17,Control
517860508_27882793665_984767,0 days 00:02:05,Test
517874560_76918431298_53475,0 days 00:03:21,Test
517880967_80797918929_541598,0 days 00:06:46,Control
517886810_23328048738_633548,0 days 00:00:41,Control
517887019_12004103789_230461,0 days 00:04:03,Control
517901918_50644693926_888154,0 days 00:03:28,Test
517945476_9299657385_578114,0 days 00:02:27,Test
517950987_45267337009_114304,0 days 00:00:46,Test
517954250_69493179343_955829,0 days 00:02:21,Test
517954556_1970386859_547395,0 days 00:03:01,Control
517955504_24621105775_97867,0 days 00:01:33,Control
517974847_16810480803_706118,0 days 00:03:50,Test
517982539_47497503649_41263,0 days 00:06:45,Test
517991927_31673642971_801310,0 days 00:00:46,Control
518006153_51978107712_379461,0 days 00:06:54,Test
518011369_55578896466_134283,0 days 00:03:00,Control
518031394_61550922110_802459,0 days 00:00:00,Test
518064659_47796894826_673781,0 days 00:07:42,Test
518073244_31681705102_779790,0 days 00:00:00,Control
518077379_43512543408_609031,0 days 00:04:15,Control
518077871_58838540771_939441,0 days 00:03:00,Test
518091107_72016508059_131330,0 days 00:05:44,Test
518116276_1576595948_826343,0 days 00:13:31,Test
518120853_60469600815_749864,0 days 00:02:12,Test
518128498_79653454224_345330,0 days 00:01:41,Test
518132374_79085064331_11921,0 days 00:00:00,Control
518166023_48717951728_994170,0 days 00:08:28,Control
518186296_87928440515_891258,0 days 00:03:12,Control
518188670_88749223384_907567,0 days 00:02:29,Control
518197223_17578096033_791979,0 days 00:05:14,Control
51820916_59010753675_900544,0 days 00:00:00,Test
518229563_12434218478_757941,0 days 00:05:31,Test
518239963_74986465653_363110,0 days 00:00:00,Control
518247654_86910523787_437933,0 days 00:14:13,Control
518262324_710773109_410726,0 days 00:01:01,Control
518277981_69162475927_533386,0 days 00:05:58,Test
518285126_8572733997_709761,0 days 00:04:08,Control
518311481_69386795557_922927,0 days 00:07:26,Test
518314303_27912952022_174903,0 days 00:24:51,Test
518319073_33592214284_743118,0 days 00:00:00,Control
518331921_87915059761_928406,0 days 00:09:02,Control
51833681_2831716748_155880,0 days 00:01:41,Test
518350331_63458420973_385109,0 days 00:00:42,Control
51835712_84380776386_78939,0 days 00:00:00,Control
518365110_93162924626_359524,0 days 00:22:30,Control
518385152_94252229214_648139,0 days 00:00:00,Test
518387502_86905088831_930317,0 days 00:00:00,Control
518402806_31571282362_174614,0 days 00:04:07,Control
51844692_74028855655_534682,0 days 00:00:00,Test
51844965_22715575269_543865,0 days 00:07:34,Control
518512929_5306987743_219985,0 days 00:10:17,Test
518524440_83704815073_809553,0 days 00:00:01,Test
51853936_4251561986_994623,0 days 01:13:21,Test
518548592_81600943499_81641,0 days 00:00:00,Control
518574525_98090073476_338480,0 days 00:35:43,Test
518579325_45144062590_49419,0 days 00:02:19,Test
518590638_22569091672_169007,0 days 00:02:46,Test
518606398_25320239228_360288,0 days 00:00:45,Test
518612602_24454347818_664176,0 days 00:20:13,Control
51861410_48918042948_468426,0 days 00:00:00,Control
51862694_8202271855_916757,0 days 00:35:49,Test
518627512_72651744714_370173,0 days 00:00:14,Test
518629552_64852444643_247954,0 days 00:07:27,Test
518639231_58445620375_657622,0 days 00:02:16,Test
518656786_13358665966_755542,0 days 00:00:34,Control
518670834_55589300755_482423,0 days 00:01:03,Test
518714133_34021878461_112242,0 days 00:01:05,Test
518741303_90941035063_974016,0 days 00:13:55,Test
518765866_56859685513_870872,0 days 00:26:57,Test
518773411_72631841732_231523,0 days 00:05:59,Test
518774080_7312982683_384446,0 days 00:00:00,Test
518782225_17714229405_174192,0 days 00:00:00,Control
51878833_33559667652_41865,0 days 00:08:55,Control
518800031_43267779026_272198,0 days 00:11:11,Control
518800488_4711815528_718352,0 days 00:06:42,Test
518836995_48646421048_126621,0 days 00:00:31,Control
518843815_74144514356_396935,0 days 00:00:00,Test
518852705_94047329465_670109,0 days 00:07:31,Control
518862805_40826003910_299638,0 days 00:00:29,Test
51886768_27485084636_822161,0 days 00:02:18,Test
518877448_42608232008_306976,0 days 00:01:09,Test
518898444_82980040027_234873,0 days 00:07:16,Test
518904762_84538444007_531265,0 days 00:00:00,Control
518921804_91065291905_941188,0 days 00:22:12,Control
518924746_52991061896_628756,0 days 00:03:52,Test
518982119_21890877419_292653,0 days 00:00:49,Test
519002274_45686557178_65995,0 days 00:03:31,Control
519022837_20634011124_920828,0 days 00:00:56,Control
519029509_99377089796_547543,0 days 00:03:01,Test
519045278_17866027345_595594,0 days 00:02:01,Control
519046116_83513708077_134188,0 days 00:00:00,Test
519052456_83339157686_463874,0 days 00:00:00,Test
519062328_92127544702_707089,0 days 00:01:32,Test
519065489_69676045822_426276,0 days 00:02:58,Test
519066330_26461770903_470326,0 days 00:00:00,Control
51908269_88644117709_629959,0 days 00:00:21,Control
519089704_19864985005_150841,0 days 00:00:40,Control
519109627_77171863886_564173,0 days 00:00:04,Control
519109742_60016894918_432304,0 days 00:05:31,Test
519125396_13643398727_522253,0 days 00:01:43,Control
519132112_67459264077_762280,0 days 00:01:58,Control
519139822_65612096593_490832,0 days 00:09:59,Test
519182413_68737119599_158886,0 days 00:00:00,Control
519203166_44411474410_666466,0 days 00:00:00,Control
519210927_33388029953_494335,0 days 00:06:41,Test
519227582_99367835090_116844,0 days 00:12:23,Test
519251109_44964770841_797789,0 days 00:00:00,Control
519261152_37601023400_365101,0 days 00:01:43,Control
519275668_88234555547_496580,0 days 00:00:00,Test
519277536_69072962401_914994,0 days 00:01:32,Test
51927803_5601169404_470138,0 days 00:00:00,Test
519283647_96262987175_56196,0 days 00:06:21,Test
51928423_38005650175_937352,0 days 00:11:35,Control
519295003_3704182912_89305,0 days 00:15:09,Test
519316666_40433830632_748078,0 days 00:01:46,Control
519317812_99327303841_19667,0 days 00:00:00,Test
519321566_69062402640_684738,0 days 00:35:50,Control
519327455_27227158047_82233,0 days 00:01:23,Control
519345601_54713605852_17191,0 days 00:00:28,Control
519351354_38014446789_527748,0 days 00:13:13,Control
519383589_62507295771_83822,0 days 00:04:37,Test
519409514_34115154907_512509,0 days 00:00:00,Test
519409893_4172403524_541425,0 days 00:00:15,Test
51942905_78419457367_975654,0 days 00:04:47,Control
519430089_93990257952_385576,0 days 00:00:00,Control
519458396_80697109730_378161,0 days 00:01:36,Test
519481480_68478418278_487840,0 days 00:06:49,Control
519508037_17542958075_857077,0 days 00:06:00,Control
519517822_50319223497_615941,0 days 00:01:59,Control
519528421_47793334184_993949,0 days 00:01:54,Test
519528916_82319779849_296074,0 days 00:06:00,Control
519544407_86365125409_5717,0 days 00:03:11,Control
519563782_34518434904_533905,0 days 00:07:21,Test
519570276_27185582384_688305,0 days 00:03:14,Control
519599221_52163982363_524049,0 days 00:04:39,Test
519603065_51137821582_251905,0 days 00:00:33,Control
519663221_81926072509_998206,0 days 00:01:50,Test
519695801_44519612404_406566,0 days 00:00:15,Control
519709733_3152651732_689643,0 days 00:02:49,Test
519729423_16384310238_603322,0 days 00:00:00,Test
519729445_69794262738_504177,0 days 00:01:34,Control
519737356_40449865844_914076,0 days 00:00:00,Test
519750339_80057118169_75108,0 days 00:05:43,Test
519775776_11956988653_474183,0 days 00:00:00,Control
519776909_58308340218_393896,0 days 00:00:27,Test
519777415_84273079541_673357,0 days 00:06:05,Test
519788729_31329292465_682837,0 days 00:00:45,Control
519823666_28617609395_522444,0 days 00:02:44,Control
519851782_36952129859_24981,0 days 00:00:00,Control
519857408_96605911994_528596,0 days 00:05:57,Control
519898666_2992997271_595385,0 days 00:01:51,Test
519912916_17994710148_168914,0 days 00:00:13,Test
519923893_67650430411_551640,0 days 00:13:19,Test
519938464_39153094417_89093,0 days 00:00:00,Test
51996481_14814740091_585828,0 days 00:01:30,Test
519984153_56481692711_682163,0 days 00:00:52,Test
519988475_38200363737_172992,0 days 00:00:00,Test
520006742_57878555976_571573,0 days 00:36:11,Control
520010137_47894787941_120453,0 days 00:03:55,Test
520025856_71047216227_451964,0 days 00:00:00,Test
520076363_29249930705_829654,0 days 00:00:00,Control
520088601_44008449974_948692,0 days 00:03:24,Control
520126970_27435326679_991297,0 days 00:08:40,Control
520128066_40700200807_836916,0 days 00:01:30,Control
520150395_32614214785_148668,0 days 00:03:04,Control
520150876_86642133738_477519,0 days 00:01:02,Control
52015813_2907742985_762801,0 days 00:01:15,Control
520166243_63691868855_892548,0 days 00:01:42,Control
520170995_50707463483_493085,0 days 00:04:16,Test
520173676_37146446425_318285,0 days 00:14:07,Test
520216662_22322553972_838079,0 days 00:00:14,Test
520239145_17539544269_892724,0 days 00:01:41,Test
52024217_26142918667_942829,0 days 00:00:00,Control
520256450_87409606282_336475,0 days 00:04:14,Control
520291641_87422774469_716044,0 days 00:04:23,Test
520312287_11762751887_294250,0 days 00:13:53,Test
520328268_26597398654_821763,0 days 00:01:56,Test
520337691_53507206346_632690,0 days 00:04:37,Test
520344097_93642457460_921852,0 days 00:00:28,Control
520377840_96409737737_647124,0 days 00:03:47,Control
52039033_34711287185_945675,0 days 00:05:45,Test
520407538_76889942439_108213,0 days 00:03:42,Control
520410668_45516648757_222214,0 days 00:00:00,Control
520418547_28095311182_370600,0 days 00:00:00,Test
520427694_96192410779_887781,0 days 00:00:00,Control
52045900_41715160047_777600,0 days 00:00:38,Control
520472775_16213421967_780481,0 days 00:02:22,Control
520480700_2680704283_403018,0 days 00:10:22,Test
520482279_29945961257_1560,0 days 00:00:00,Test
520485049_45653745063_640576,0 days 00:00:00,Control
520495252_38058893393_940197,0 days 00:03:32,Test
520496882_16178753874_827653,0 days 00:04:42,Control
520503962_54019294463_322758,0 days 00:12:15,Test
520511097_23192530575_955959,0 days 00:00:46,Control
520538052_4129854181_127359,0 days 00:04:58,Control
52054004_13571174291_949915,0 days 00:00:36,Control
520546348_61978638226_193499,0 days 00:00:00,Test
520547099_20230816357_115648,0 days 00:10:55,Test
520553541_33413074631_575214,0 days 00:03:35,Control
520563138_97903466927_614431,0 days 00:01:08,Test
52057469_85612936079_269705,0 days 00:35:22,Control
520623181_51630251016_755570,0 days 00:00:30,Test
520624867_27461742584_730425,0 days 00:02:02,Control
520646957_62964715923_156681,0 days 00:04:13,Control
520648527_73257172327_969159,0 days 00:11:18,Control
520672234_6141129075_651431,0 days 00:02:27,Control
520679960_3046682663_748182,0 days 00:03:23,Test
520683864_27233524387_41513,0 days 00:01:45,Control
520729887_11010290989_92506,0 days 00:05:26,Test
520753132_2488365392_477569,0 days 00:01:44,Control
520765889_38387371968_80335,0 days 00:00:41,Test
520768617_7674248580_854054,0 days 00:03:39,Test
520787958_29374145291_491344,0 days 00:01:07,Test
520795914_60167840132_195407,0 days 00:05:55,Control
520807350_33323999184_401340,0 days 00:03:25,Test
520810394_45999058817_818336,0 days 00:00:00,Test
520832649_6023089439_646982,0 days 00:02:32,Test
52084519_61244320045_104276,0 days 00:03:10,Control
520855452_36804475155_49721,0 days 00:00:00,Test
520855556_47145376813_899822,0 days 00:29:18,Test
520887718_61528177695_187192,0 days 00:00:35,Control
520889790_82824863930_427665,0 days 00:00:00,Control
520908877_62458636731_430474,0 days 00:05:16,Control
520923432_32454826699_15017,0 days 00:00:46,Test
520924016_76262717245_447934,0 days 00:01:31,Test
52092544_99010328345_303864,0 days 00:00:08,Test
52092673_96120465324_668533,0 days 00:05:19,Control
52093842_96256573865_861374,0 days 00:01:48,Test
520954582_21145647036_444844,0 days 00:00:00,Test
520973570_90010948348_464703,0 days 00:02:52,Test
520974710_75559666642_65322,0 days 00:12:25,Control
520980661_37004810274_142695,0 days 00:01:04,Test
521000676_63624496130_438020,0 days 00:01:32,Control
521026730_34572389073_736737,0 days 00:01:17,Control
521033122_56554732065_422608,0 days 00:03:03,Test
521043825_78185780987_33878,0 days 00:08:27,Control
521048291_79101247742_200985,0 days 00:00:23,Test
521061845_21040586656_400222,0 days 00:00:27,Control
521090506_35255471238_192708,0 days 00:00:25,Control
521102205_12478091057_202445,0 days 00:04:54,Test
52110520_30293455876_564559,0 days 00:07:20,Control
521108152_17188787016_541057,0 days 00:07:18,Control
521133479_35480984062_668243,0 days 00:01:32,Test
521139159_66604805016_821012,0 days 00:03:58,Test
521145568_15018611026_58581,0 days 00:09:31,Test
521151816_52420997767_941768,0 days 00:03:03,Test
521159490_86842553042_32829,0 days 00:05:28,Control
521164099_42785907656_97788,0 days 00:00:24,Test
521175398_8295635658_449199,0 days 00:02:40,Control
521185054_34580113685_96347,0 days 00:01:13,Test
521192173_13493991240_282797,0 days 00:00:31,Control
521196316_86031683111_463265,0 days 00:00:00,Test
521197175_53571989199_855686,0 days 00:00:28,Control
52121080_62798498436_303397,0 days 00:49:02,Test
521221190_3615804411_575032,0 days 00:02:12,Test
521222408_54604205875_190759,0 days 00:02:01,Control
521223748_72860437724_376166,0 days 00:04:43,Control
521241825_89864020258_210129,0 days 00:01:08,Test
521245588_66580145901_602946,0 days 00:05:27,Control
521255053_75817730557_135004,0 days 00:03:52,Control
521288569_68984578958_407477,0 days 00:00:22,Test
521298534_72926264027_482509,0 days 00:02:52,Control
521321364_68500496674_749700,0 days 00:09:51,Control
521323353_90165899279_933598,0 days 00:04:02,Test
521343105_96459895951_402750,0 days 00:05:11,Test
521361064_96798505742_684823,0 days 00:00:57,Control
521372189_60635762036_931724,0 days 00:11:51,Control
521378643_44711050525_969946,0 days 00:03:09,Test
521379238_42294781801_426101,0 days 00:00:56,Test
521395199_41786101566_811489,0 days 00:03:38,Control
521404554_10431657593_635001,0 days 00:00:45,Control
521411913_31387573900_114190,0 days 00:30:01,Control
521433989_3249415403_641204,0 days 00:00:00,Control
521453695_18331127605_674946,0 days 00:06:05,Test
521465705_92424842041_69973,0 days 00:05:23,Test
521483606_39372064313_122476,0 days 00:00:12,Control
521488894_59999019211_882040,0 days 00:00:12,Test
521491645_30378944092_838179,0 days 00:07:02,Control
521498955_48929872732_359272,0 days 00:06:07,Control
521504807_38286593028_100302,0 days 00:00:00,Test
521507112_72926225047_377342,0 days 00:01:04,Control
521526328_74114277394_524997,0 days 00:02:16,Test
521527858_38706443562_160901,0 days 00:00:53,Control
521529947_68065956311_301238,0 days 00:00:14,Control
521531259_41983952085_274950,0 days 00:03:26,Control
521537764_20287748984_725742,0 days 00:02:45,Test
521538034_75461661757_557206,0 days 00:03:29,Test
521583129_86802442030_632871,0 days 00:00:40,Control
521584603_40038897156_846062,0 days 00:00:00,Test
521612192_40573634912_597594,0 days 00:02:38,Control
521626084_13776422806_632204,0 days 00:00:00,Control
521627553_39643529691_373120,0 days 00:03:49,Test
521628235_582969409_240391,0 days 00:02:50,Test
521663470_96715953362_783888,0 days 00:04:18,Control
521683233_17788577657_287559,0 days 00:12:08,Test
521692059_87402476675_909190,0 days 00:05:59,Test
521695354_20212811589_718262,0 days 00:00:28,Control
521710654_30884972538_658235,0 days 00:01:40,Control
521716385_61461066368_95077,0 days 00:07:54,Control
521744358_13343483951_13580,0 days 00:07:49,Test
521746641_11461043062_20924,0 days 00:00:35,Control
521761716_10272665955_241782,0 days 00:09:17,Control
52176525_13966670862_239412,0 days 00:00:00,Test
521767092_51161667547_106143,0 days 00:00:18,Test
521767460_45461634687_322999,0 days 00:01:51,Test
521781839_2886400209_632819,0 days 00:11:29,Test
521806300_51047820591_134510,0 days 00:03:15,Control
521809108_13906865073_330318,0 days 00:07:37,Test
521820378_5135935611_439272,0 days 00:02:31,Control
521828355_71500096881_6513,0 days 00:00:00,Test
521845148_79224478861_205279,0 days 00:03:56,Test
521876868_68513782707_194882,0 days 00:05:00,Control
521880656_68474409212_70882,0 days 01:09:06,Control
521894990_91669109448_321090,0 days 00:04:54,Control
521908818_98225284163_318000,0 days 00:02:59,Control
521909677_86647429327_453740,0 days 00:02:45,Test
521922814_57238570205_258982,0 days 00:02:53,Test
521933202_40742107388_828095,0 days 00:06:26,Test
521944090_73167189202_63279,0 days 00:03:24,Control
52195162_11266166143_678079,0 days 00:07:28,Control
521954464_73208775096_173517,0 days 00:00:21,Test
521979241_69700380749_257663,0 days 00:14:21,Control
52199122_13751111528_125039,0 days 00:00:00,Test
522011567_30500900160_736170,0 days 00:00:24,Control
522018432_56960989874_873670,0 days 00:04:10,Test
522025167_53734330493_278194,0 days 00:02:16,Test
522045397_45958622034_887677,0 days 00:04:04,Test
522074138_36997503299_9071,0 days 00:00:00,Test
522078706_8969875945_184111,0 days 00:00:09,Control
522079585_69279676486_350066,0 days 00:02:16,Test
522099054_71664067889_204296,0 days 00:04:27,Test
52209908_69031387355_147916,0 days 00:03:24,Test
522099697_71285173934_836848,0 days 00:02:41,Control
522107840_58729918842_964255,0 days 00:02:09,Control
522122359_6137564840_546783,0 days 00:00:05,Control
522124502_89436686062_821668,0 days 00:00:00,Control
522139190_17072357768_949829,0 days 00:00:09,Test
522149548_95439945688_922319,0 days 00:09:10,Test
522171092_6287678750_732323,0 days 00:27:35,Test
522172590_97619035151_153116,0 days 00:01:51,Test
522185253_32524830336_436847,0 days 00:20:42,Test
522188750_55004777093_807519,0 days 00:02:20,Test
522194665_88570425713_153049,0 days 00:00:00,Test
522206890_74114082431_866644,0 days 00:03:51,Test
522211957_9239535659_135314,0 days 00:05:34,Test
522214728_57283733899_371941,0 days 00:00:00,Control
522239171_28661654159_324010,0 days 00:01:49,Test
522251316_11204311294_576447,0 days 00:00:00,Control
52228698_72245560020_345298,0 days 00:01:03,Test
5222900_14976179265_481632,0 days 00:17:55,Control
522313140_4460523310_568920,0 days 00:02:31,Control
522321985_13677857243_897571,0 days 00:01:29,Test
5223271_27955931934_715137,0 days 00:12:58,Control
522328878_25839483796_399544,0 days 00:08:44,Test
522333303_97488995705_222022,0 days 00:00:00,Control
522336104_55312837058_514783,0 days 00:00:08,Test
522355021_36078279793_580437,0 days 00:05:22,Test
52237824_63978055072_295815,0 days 00:01:37,Test
522404562_56847565750_870051,0 days 00:00:29,Control
522442220_49077801035_203167,0 days 00:02:18,Test
522462349_77520682455_794399,0 days 00:00:16,Control
522463279_14408833575_551085,0 days 00:05:11,Test
52246682_83229467816_354903,0 days 00:05:40,Test
52247352_18817166389_166172,0 days 00:42:49,Test
522474541_81991558198_484569,0 days 00:00:00,Control
522475440_51388342001_182698,0 days 00:01:05,Test
522475484_49525281266_648996,0 days 00:04:40,Test
522482316_33811555252_891453,0 days 00:08:39,Test
522493581_93437535605_132338,0 days 00:04:15,Test
522498713_71141396578_736471,0 days 00:02:30,Test
522500371_29739868735_283510,0 days 00:00:00,Control
522507484_9335487788_55399,0 days 00:02:51,Test
522512564_86229010306_640455,0 days 00:00:27,Control
522532676_27694321662_161593,0 days 00:01:30,Test
522559099_83721357058_691871,0 days 00:00:13,Test
52258401_59613089763_30081,0 days 00:02:10,Control
522590571_76096531623_815943,0 days 00:00:13,Test
522607036_38093193562_594335,0 days 00:03:50,Control
522608589_13878666728_94848,0 days 00:03:33,Test
522629195_75622589382_362664,0 days 00:00:00,Test
52265360_9048700210_351396,0 days 00:01:37,Control
522660018_7286826653_75612,0 days 00:00:00,Test
52266616_66547590557_833783,0 days 00:00:00,Control
52266699_6588369512_404899,0 days 00:03:18,Control
522679202_84395872280_386416,0 days 00:09:45,Control
522716471_32653000957_153944,0 days 00:03:35,Test
522727177_54598291973_445043,0 days 00:00:16,Control
522743288_46090726674_704274,0 days 00:04:37,Control
522753409_63363902297_167735,0 days 00:16:06,Test
52275549_25207765286_162472,0 days 00:00:28,Control
522766326_49312093147_588995,0 days 00:08:52,Test
522800414_8260463794_89937,0 days 00:00:05,Control
522816790_36317964563_55615,0 days 00:15:05,Test
522823938_61990213015_28289,0 days 00:00:55,Test
522826967_98155887249_3247,0 days 00:00:00,Test
52282992_89896011616_653631,0 days 00:02:41,Test
522833060_73389469810_765832,0 days 00:04:34,Test
522864426_6328010028_196869,0 days 00:03:09,Test
522871362_76010685368_866676,0 days 00:00:00,Test
52288219_37891696646_253581,0 days 00:00:00,Control
522889119_34520435162_418951,0 days 00:12:35,Control
522898200_33954903207_583314,0 days 00:09:20,Control
522942243_34290031993_146728,0 days 00:00:35,Control
522951908_31179906905_244929,0 days 00:03:06,Control
522966140_51505517788_852020,0 days 00:00:00,Control
52301669_24196795489_384493,0 days 00:00:00,Control
523073605_93231861367_685012,0 days 00:03:15,Control
523103390_93827197526_23158,0 days 00:00:51,Control
523105984_697471346_854938,0 days 00:02:39,Control
523123375_43094634009_501175,0 days 00:05:29,Control
523130697_93819643701_259186,0 days 00:07:06,Control
523130942_38874063201_255239,0 days 00:00:00,Test
523131855_68830699976_137451,0 days 00:00:17,Control
523132073_13622166009_668207,0 days 00:01:36,Control
523136816_42057499583_883041,0 days 00:02:21,Test
52313971_44318151771_318218,0 days 00:00:35,Control
523149211_39911168513_607160,0 days 00:02:11,Control
523248339_29995144974_899337,0 days 00:04:20,Test
523249854_34765580080_724965,0 days 00:00:00,Test
523258300_63984673815_419161,0 days 00:01:17,Control
523261444_25628688765_700200,0 days 00:05:37,Control
523271513_47301393627_713592,0 days 00:00:00,Control
523387697_95392691835_262186,0 days 00:00:00,Test
52341145_62475658219_173449,0 days 00:00:29,Control
523415265_46383984825_442840,0 days 00:00:55,Test
523420638_67928969646_581721,0 days 00:02:19,Test
523430224_15764463736_312310,0 days 00:03:04,Test
52344588_65466131882_850359,0 days 00:00:00,Test
523452661_53598687200_137719,0 days 00:00:00,Control
523456765_25988073099_141810,0 days 00:00:00,Control
523461052_68927881733_467974,0 days 00:01:46,Control
523477139_90178964252_683241,0 days 00:02:55,Control
523505591_68514732239_896524,0 days 00:09:35,Test
523560734_9852736358_104397,0 days 00:04:32,Test
523576624_52637373621_918682,0 days 00:13:36,Control
523584389_5216274379_338652,0 days 00:00:36,Test
523603493_70492545127_46513,0 days 00:03:11,Test
523624694_16151150560_490380,0 days 00:05:02,Control
523635786_28562226782_678600,0 days 00:00:00,Test
523648612_3651051985_61394,0 days 00:00:00,Control
523655911_27235354355_85261,0 days 00:00:00,Control
523657266_32394080442_188124,0 days 00:01:45,Test
523676419_14576600701_238995,0 days 00:03:58,Test
523688916_77639664775_679657,0 days 00:02:21,Test
523724355_51340441240_816633,0 days 00:01:01,Control
523744391_32199497900_504579,0 days 00:00:00,Test
523748485_39255566122_931335,0 days 00:01:06,Control
523773011_42667230158_557588,0 days 00:01:04,Control
523804225_63282113890_783099,0 days 00:06:32,Control
523826349_61605002240_535804,0 days 00:06:21,Control
523841247_40000272868_449429,0 days 00:01:23,Test
523864205_31030196989_983852,0 days 00:08:01,Control
523903708_25618576717_140394,0 days 00:06:19,Test
523920393_60049623464_787141,0 days 00:04:08,Control
523939836_64558577024_261534,0 days 00:10:05,Test
523940485_49900997722_140465,0 days 00:11:16,Test
523943248_57805061793_708372,0 days 00:06:02,Test
523973735_57738259252_425723,0 days 00:03:27,Control
523994893_24563630002_318676,0 days 00:00:00,Test
523998710_14817117387_370697,0 days 00:02:54,Test
524003610_96344100884_542918,0 days 00:02:46,Test
524013751_41784332741_105869,0 days 00:01:18,Test
524015584_35291041009_287869,0 days 00:01:22,Test
524018163_41770680650_598220,0 days 00:00:10,Test
